2.10084033613	5	CK1_07700  bacterial surface protein 26-residue repeat 
1.26050420168	3	tuf  translation elongation factor Tu 
1.26050420168	3	Rmar_2689  acyl carrier protein 
0.840336134454	2	Prede_2028  hypothetical protein 
0.840336134454	2	HMPREF0659_A6984  pseudouridine synthase, RluA family 
0.840336134454	2	pheT  phenylalanine--tRNA ligase, beta subunit 
0.840336134454	2	MELS_2044  pyruvate-flavodoxin oxidoreductase 
0.840336134454	2	CIY_03090  LSU ribosomal protein L4P 
0.840336134454	2	Bacsa_0965  RNA binding S1 domain protein 
0.840336134454	2	DESACE_01645  High molecular weight rubredoxin 
0.840336134454	2	HMPREF0669_00539  hypothetical protein 
0.840336134454	2	Prede_0787  NADPH-dependent glutamate synthase beta chain-like oxidoreductase 
0.840336134454	2	MELS_0242  putative uncharacterized protein 
0.840336134454	2	BN1088_1432266  conserved exported hypothetical protein 
0.840336134454	2	Prede_2639  endopolygalacturonase 
0.840336134454	2	rpsJ  ribosomal protein S10 
0.420168067227	1	RUM_11020  2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases 
0.420168067227	1	MYY_0296  50S ribosomal protein L22 
0.420168067227	1	gnd  6-phosphogluconate dehydrogenase, decarboxylating 
0.420168067227	1	HMPREF0659_A6597  translation elongation factor G 
0.420168067227	1	Bacsa_1440  glyceraldehyde-3-phosphate dehydrogenase, type I 
0.420168067227	1	valS  valine--tRNA ligase 
0.420168067227	1	PRU_1810  putative membrane protein 
0.420168067227	1	PIN17_A0112  ParB-like protein 
0.420168067227	1	bpr_III243  sugar ABC transporter ATP-binding protein 
0.420168067227	1	rpsH  ribosomal protein S8 
0.420168067227	1	nifJ  pyruvate:ferredoxin (flavodoxin) oxidoreductase 
0.420168067227	1	murI  glutamate racemase 
0.420168067227	1	CK1_33060  SSU ribosomal protein S5P 
0.420168067227	1	EUR_23160  Predicted ATPase of the PP-loop superfamily implicated in cell cycle control 
0.420168067227	1	Clo1100_1256  CRISPR-associated endoribonuclease Cas2 
0.420168067227	1	PIN17_0304  metallo-beta-lactamase domain protein 
0.420168067227	1	PIN17_A0136  carbohydrate kinase, PfkB family 
0.420168067227	1	Odosp_3062  protein of unknown function DUF477 
0.420168067227	1	EC1_13050  SSU ribosomal protein S20P 
0.420168067227	1	Acfer_1073  protein of unknown function DUF891 
0.420168067227	1	Tresu_0554  hypothetical protein 
0.420168067227	1	BD94_2483  Glycerophosphoryl diester phosphodiesterase 
0.420168067227	1	MELS_1988  electron transfer flavoprotein alpha/beta-subunit 
0.420168067227	1	Prede_1103  isocitrate dehydrogenase, NADP-dependent 
0.420168067227	1	HMPREF0669_00031  threonine dehydratase 
0.420168067227	1	HMPREF0669_01192  hypothetical protein 
0.420168067227	1	SELR_15640  putative methylmalonyl-CoA epimerase 
0.420168067227	1	CLS_08840  hypothetical protein 
0.420168067227	1	ftsA  cell division protein 
0.420168067227	1	PRU_1307  MORN repeat protein 
0.420168067227	1	Cphy_3519  phosphoribulokinase/uridine kinase 
0.420168067227	1	rpsP  ribosomal protein S16 
0.420168067227	1	lgt  prolipoprotein diacylglyceryl transferase 
0.420168067227	1	Selsp_1463  DNA-directed RNA polymerase, alpha subunit 
0.420168067227	1	CK1_32710  Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits 
0.420168067227	1	CLS_10100  hydroxymethylpyrimidine synthase 
0.420168067227	1	PIN17_0158  putative malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)) 
0.420168067227	1	CK1_28430  Cna protein B-type domain./Gram positive anchor. 
0.420168067227	1	TF3313_2499  hypothetical protein 
0.420168067227	1	HMPREF0659_A5086  transcriptional regulator, AsnC family 
0.420168067227	1	B224_1928  ISRSO15-transposase protein 
0.420168067227	1	Prede_1916  proton-translocating NADH-quinone oxidoreductase, chain L 
0.420168067227	1	HMPREF0669_01475  hypothetical protein 
0.420168067227	1	Awo_c06300  transcriptional regulator LysR family 
0.420168067227	1	Prede_2147  ribosomal protein L35 
0.420168067227	1	BVU_1149  leucyl-tRNA synthetase 
0.420168067227	1	AL1_29700  PAS fold. 
0.420168067227	1	HMPREF0659_A5406  hypothetical protein 
0.420168067227	1	MELS_0249  putative uncharacterized protein 
